"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №3456"	"УИК №3457"	"УИК №3480"	"УИК №3481"	"УИК №3482"	"УИК №3483"	
2905	2981	1494	2203	3111	2106	1859	1113	1553	2832	1352	2396	2200	1393	2212	2159	1841	790	2045	1553	1354	1778	1410	1202	1273	893	946	2051	1978	2179	1810	2470	2012	1580	1705	1816	1880	2275	2153	2834	2427	2173	2563	1903	2660	1388	320	1700	2449	1352	1890	2036	2105	1584	2146	1756	1882	1654	2534	2774	856	430	144	376	197	104	127	355	546	802	2717	1548	2537	2197	1802	1387	
2550	2500	1150	1950	2750	1950	1500	850	1200	2100	1050	1900	1800	1150	1950	1800	1450	700	1800	1150	1050	1450	1150	1000	900	800	800	1650	1550	1750	1400	1950	1500	1250	1400	1400	1450	1750	1700	2250	1950	1750	2100	1350	2050	1050	300	1400	1950	1100	1500	1950	1700	1250	1650	1700	1500	1350	1950	2500	885	434	144	377	200	110	128	355	550	700	2000	1200	1900	1600	1400	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2353	2336	928	1597	2160	1342	1130	650	945	1657	951	1409	1286	716	1369	1479	1190	525	1408	918	700	1066	799	923	656	563	625	1236	1142	1323	1051	1628	1104	941	1030	1052	1290	1415	1320	1581	1510	1549	1512	1286	1602	662	203	1010	1440	938	1318	1425	1307	836	1378	1061	1018	1175	1474	1676	385	346	134	138	197	104	127	268	534	475	1706	799	1596	1149	889	803	
31	10	173	24	31	17	136	86	38	18	33	47	52	167	13	18	42	48	23	50	20	23	48	13	90	4	3	17	65	75	25	32	14	33	83	50	45	184	50	32	46	102	18	53	45	347	5	55	26	26	25	164	26	126	21	51	34	15	36	26	471	84	10	238	0	0	0	87	12	3	13	17	247	6	61	8	
166	154	49	329	559	591	234	114	217	425	66	444	462	267	568	303	218	127	369	182	330	361	303	64	154	233	172	397	343	352	324	290	382	276	287	298	115	151	330	637	394	99	570	11	403	41	92	335	484	136	157	361	367	288	251	588	448	160	440	798	29	4	0	1	3	6	1	0	4	222	281	384	57	445	450	289	
31	10	173	24	31	17	136	86	38	18	33	47	52	167	13	18	42	48	23	50	20	23	48	13	90	4	3	17	65	75	25	32	14	33	83	50	45	184	50	32	46	102	18	53	45	347	5	55	26	26	25	164	26	126	21	51	34	15	36	26	471	84	10	238	0	0	0	87	12	3	13	17	247	6	61	8	
2353	2335	928	1597	2160	1340	1130	650	945	1657	951	1407	1286	716	1369	1479	1190	525	1408	918	700	1066	799	923	656	563	625	1236	1142	1323	1051	1628	1104	941	1030	1052	1290	1412	1320	1581	1510	1549	1512	1286	1602	662	203	1009	1416	932	1318	1425	1307	836	1378	1061	1016	1175	1474	1676	385	346	134	138	197	104	127	268	534	475	1704	799	1596	1149	889	795	
18	41	13	40	25	24	5	0	11	15	14	18	21	3	29	31	16	7	19	6	7	11	12	0	5	11	17	16	17	9	12	18	19	9	2	6	95	24	19	22	13	12	25	14	11	7	0	5	21	16	2	3	13	14	35	18	19	0	19	22	4	3	2	48	1	0	1	2	0	3	10	4	26	6	10	3	
2366	2304	1088	1581	2166	1333	1261	736	972	1660	970	1436	1317	880	1353	1466	1216	566	1412	962	713	1078	835	936	741	556	611	1237	1190	1389	1064	1642	1099	965	1111	1096	1240	1572	1351	1591	1543	1639	1505	1325	1636	1002	208	1059	1421	942	1341	1586	1320	948	1364	1094	1031	1190	1491	1680	852	427	142	328	196	104	126	353	546	475	1707	812	1817	1149	940	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	10	1	11	6	6	11	8	8	13	14	16	19	1	7	19	13	3	11	4	3	9	2	20	3	3	3	13	10	8	13	17	11	6	11	14	18	11	10	14	10	3	11	2	12	12	0	7	8	2	11	17	10	5	2	5	6	0	11	12	2	3	1	1	0	0	0	4	1	2	11	5	16	6	2	4	
223	209	157	315	332	276	170	91	145	274	58	316	181	91	235	313	204	91	234	181	100	163	160	96	105	90	66	176	205	219	181	268	186	98	161	145	162	185	219	231	222	158	298	185	356	176	26	134	222	46	188	208	220	141	153	133	187	144	242	282	93	67	31	21	0	2	9	56	61	85	331	123	123	138	146	146	
87	43	39	56	38	52	82	32	45	66	87	50	81	26	79	49	54	20	38	58	43	57	25	68	35	18	40	60	43	43	36	60	64	44	53	70	87	83	65	77	80	142	61	72	74	32	13	58	57	27	66	82	54	45	51	54	56	154	68	84	33	21	10	8	0	0	1	13	15	13	67	44	39	53	35	50	
1914	1927	828	1078	1654	903	886	569	722	1117	728	905	902	716	934	930	844	401	972	668	522	757	627	718	560	406	471	894	856	1043	751	1147	764	725	782	793	906	1204	960	1138	1134	1267	1014	998	1066	758	156	794	1027	837	987	1189	977	702	1099	840	717	892	1059	1196	690	309	96	291	196	101	114	262	456	356	1125	591	1558	864	730	542	
73	42	40	65	73	41	39	17	23	79	19	59	40	19	56	86	40	30	57	21	20	37	7	3	11	12	13	33	47	30	28	70	28	29	24	37	26	32	36	56	43	24	51	25	60	11	5	23	53	14	31	30	22	19	22	19	22	0	44	47	19	12	1	3	0	0	2	9	3	13	80	22	40	34	14	18	
